id,confirmedNum,deathsNum,curesNum,location
411528,21,0,21,息县
411602,5,0,0,川汇区
411622,11,0,0,西华县
411623,4,0,0,商水县
411624,10,0,0,沈丘县
411625,6,0,0,郸城县
411626,10,0,0,淮阳县
411627,11,0,0,太康县
411628,7,0,0,鹿邑县
411681,11,0,0,项城市
411702,12,0,12,驿城区
411721,13,0,13,西平县
411722,6,0,6,上蔡县
411723,7,0,7,平舆县
411724,15,0,15,正阳县
411725,14,0,14,确山县
411726,15,0,15,泌阳县
411727,10,0,10,汝南县
411728,6,0,6,遂平县
411729,10,0,10,新蔡县
419001,5,0,5,济源市
420102,6549,0,0,江岸区
420103,5183,0,0,江汉区
420104,6834,0,0,硚口区
420105,4670,0,0,汉阳区
420106,7938,0,0,武昌区
420107,2782,0,0,青山区
420111,6827,0,0,洪山区
420112,2462,0,0,东西湖区
420113,1085,0,0,汉南区
420114,1416,0,0,蔡甸区
420115,848,0,0,江夏区
420116,2114,0,0,黄陂区
420117,1072,0,0,新洲区
420202,203,9,0,黄石港区
420203,146,5,0,西塞山区
420204,134,11,0,下陆区
420205,92,3,0,铁山区
420222,161,3,0,阳新县
420281,241,7,0,大冶市
420302,280,2,278,茅箭区
420303,150,3,147,张湾区
420304,33,0,33,郧阳区
420322,41,0,41,郧西县
420323,35,0,35,竹山县
420324,27,0,27,竹溪县
420325,36,2,34,房县
420381,68,1,67,丹江口市
420502,372,23,348,西陵区
420503,135,3,132,伍家岗区
420504,29,0,29,点军区
420505,18,0,18,猇亭区
420506,54,0,54,夷陵区
420525,12,1,11,远安县
420526,13,0,13,兴山县
420527,23,0,23,秭归县
420528,50,4,46,长阳土家族自治县
420529,8,0,8,五峰土家族自治县
420581,21,1,20,宜都市
420582,61,0,61,当阳市
420583,64,1,63,枝江市
420602,265,11,0,襄城区
420606,239,12,0,樊城区
420607,185,0,0,襄州区
420624,63,3,0,南漳县
420625,86,4,0,谷城县
420626,25,2,0,保康县
420682,41,0,0,老河口市
420683,194,4,0,枣阳市
420684,72,3,0,宜城市
420802,126,0,88,东宝区
420804,102,14,54,掇刀区
420821,251,9,182,京山县
420822,130,1,69,沙洋县
420881,319,15,230,钟祥市
420902,872,26,836,孝南区
420921,243,8,235,孝昌县
420922,311,11,300,大悟县
420923,385,9,376,云梦县
420981,395,21,373,应城市
420982,549,24,518,安陆市
420984,763,29,728,汉川市
421022,142,3,129,公安县
421023,255,5,245,监利县
421024,35,1,34,江陵县
421081,93,3,86,石首市
421083,373,13,332,洪湖市
421087,140,4,136,松滋市
421102,968,61,907,黄州区
421121,173,6,167,团风县
421122,316,13,303,红安县
421123,69,3,66,罗田县
421124,62,1,61,英山县
421125,303,8,295,浠水县
421126,265,7,258,蕲春县
421127,284,9,275,黄梅县
421181,243,9,234,麻城市
421182,224,8,216,武穴市
421202,311,4,307,咸安区
421221,116,2,114,嘉鱼县
421222,58,2,56,通城县
421223,67,2,65,崇阳县
421224,84,0,84,通山县
421281,200,5,195,赤壁市
421303,718,29,670,曾都区
421321,193,6,183,随县
421381,396,10,373,广水市
422801,57,0,57,恩施市
422802,58,1,57,利川市
422822,47,0,47,建始县
422823,22,1,21,巴东县
422825,25,2,23,宣恩县
422826,15,2,13,咸丰县
422827,12,0,12,来凤县
422828,16,1,15,鹤峰县
429004,575,22,553,仙桃市
429005,198,9,189,潜江市
429006,496,15,481,天门市
429021,11,0,11,神农架林区
430102,71,0,0,芙蓉区
430103,9,0,0,天心区
430104,46,0,0,岳麓区
430105,50,0,0,开福区
430111,36,0,0,雨花区
430112,5,0,0,望城区
430121,19,0,0,长沙县
430124,2,0,0,宁乡县
430181,4,0,0,浏阳市
430202,21,0,21,荷塘区
430203,10,0,10,芦淞区
430204,11,0,11,石峰区
430211,10,0,10,天元区
430223,7,0,7,攸县
430224,13,0,13,茶陵县
430281,8,0,8,醴陵市
430302,9,0,9,雨湖区
430304,12,0,12,岳塘区
430321,11,0,11,湘潭县
430381,3,0,3,湘乡市
430382,1,0,1,韶山市
430405,1,0,1,珠晖区
430406,1,0,1,雁峰区
430407,1,0,1,石鼓区
430408,6,0,6,蒸湘区
430421,5,0,5,衡阳县
430422,7,0,7,衡南县
430423,8,0,8,衡山县
430424,5,0,5,衡东县
430426,6,0,6,祁东县
430481,7,0,7,耒阳市
430482,1,0,1,常宁市
430502,5,1,4,双清区
430503,6,0,6,大祥区
430511,2,0,2,北塔区
430521,38,0,38,邵东县
430522,19,0,19,新邵县
430523,5,0,5,邵阳县
430524,7,0,7,隆回县
430525,11,0,11,洞口县
430527,2,0,2,绥宁县
430528,2,0,2,新宁县
430581,5,0,5,武冈市
430602,68,0,68,岳阳楼区
430603,14,0,14,云溪区
430611,6,0,6,君山区
430621,4,0,4,岳阳县
430623,18,0,18,华容县
430624,8,0,8,湘阴县
430626,8,1,7,平江县
430681,6,0,6,汨罗市
430682,14,0,14,临湘市
430702,22,0,22,武陵区
430703,5,0,5,鼎城区
430721,9,0,9,安乡县
430722,4,0,4,汉寿县
430723,29,0,29,澧县
430724,3,0,3,临澧县
430725,5,0,5,桃源县
430726,3,0,3,石门县
430781,2,0,2,津市市
430802,2,0,0,永定区
430821,1,0,0,慈利县
430822,2,0,0,桑植县
430902,1,0,1,资阳区
430903,12,0,12,赫山区
430921,16,0,16,南县
430922,3,0,3,桃江县
430923,13,0,13,安化县
430981,15,0,15,沅江市
431002,1,0,1,北湖区
431003,11,0,11,苏仙区
431022,4,0,4,宜章县
431023,9,0,9,永兴县
431024,1,0,1,嘉禾县
431025,1,0,1,临武县
431026,2,0,2,汝城县
431028,6,0,6,安仁县
431081,4,0,4,资兴市
431102,10,0,10,零陵区
431103,13,0,13,冷水滩区
431121,7,0,7,祁阳县
431122,1,0,1,东安县
431124,3,0,3,道县
431126,1,0,1,宁远县
431127,4,0,4,蓝山县
431128,3,0,3,新田县
431129,2,0,2,江华瑶族自治县
431202,16,0,16,鹤城区
431222,2,0,2,沅陵县
431223,4,0,4,辰溪县
431224,9,0,9,溆浦县
431226,2,0,2,麻阳苗族自治县
431227,2,0,2,新晃侗族自治县
431228,1,0,1,芷江侗族自治县
431229,4,0,4,靖州苗族侗族自治县
431302,10,0,10,娄星区
431321,20,0,20,双峰县
431322,17,0,17,新化县
431381,16,0,16,冷水江市
431382,13,0,13,涟源市
440103,21,0,0,荔湾区
440104,37,0,0,越秀区
440105,66,0,0,海珠区
440106,45,0,0,天河区
440111,74,0,0,白云区
440112,18,0,0,黄埔区
440113,40,0,0,番禺区
440114,21,0,0,花都区
440115,8,0,0,南沙区
440117,1,0,0,从化区
440118,17,0,0,增城区
440303,32,0,0,罗湖区
440304,83,0,0,福田区
440305,87,0,0,南山区
440306,107,0,0,宝安区
440307,80,0,0,龙岗区
440308,6,0,0,盐田区
440402,60,0,0,香洲区
440403,8,0,0,斗门区
440404,23,0,0,金湾区
440604,8,0,0,禅城区
440605,34,0,0,南海区
440606,29,0,0,顺德区
440607,13,0,0,三水区
440802,3,0,3,赤坎区
440803,3,0,3,霞山区
440804,2,0,2,坡头区
440881,2,0,2,廉江市
440882,3,0,3,雷州市
440883,4,0,4,吴川市
441202,7,0,0,端州区
441203,2,0,0,鼎湖区
441204,3,0,0,高要区
441223,1,0,0,广宁县
441225,5,0,0,封开县
441284,1,0,0,四会市
441302,13,0,13,惠城区
441303,11,0,11,惠阳区
441322,5,0,5,博罗县
441323,29,0,29,惠东县
441402,1,0,1,梅江区
441403,1,0,1,梅县区
441422,1,0,1,大埔县
441424,3,0,3,五华县
441426,1,0,1,平远县
441427,1,0,1,蕉岭县
441481,8,0,8,兴宁市
441523,3,0,3,陆河县
441581,2,0,2,陆丰市
441702,9,0,9,江城区
441704,1,0,1,阳东区
441721,1,0,1,阳西县
441781,3,0,3,阳春市
450103,30,0,30,青秀区
450105,1,0,1,江南区
450107,6,0,6,西乡塘区
450108,2,0,2,良庆区
450109,3,0,3,邕宁区
450123,3,0,3,隆安县
450124,9,0,9,马山县
450127,1,0,1,横县
450202,1,0,1,城中区
450203,3,0,3,鱼峰区
450204,4,0,4,柳南区
450205,12,0,12,柳北区
450221,1,0,1,柳江县
450222,1,0,1,柳城县
450223,2,0,2,鹿寨县
450302,2,0,2,秀峰区
450303,4,0,4,叠彩区
450304,7,0,7,象山区
450305,2,0,2,七星区
450311,1,0,1,雁山区
450312,2,0,2,临桂区
450321,3,0,3,阳朔县
450324,3,0,3,全州县
450325,1,0,1,兴安县
450326,3,0,3,永福县
450330,2,0,2,平乐县
450332,2,0,2,恭城瑶族自治县
450405,1,0,1,长洲区
450406,3,0,3,龙圩区
450422,1,0,1,藤县
450721,8,0,8,灵山县
450802,4,0,4,港北区
450821,2,0,2,平南县
450881,2,0,2,桂平市
450902,5,0,5,玉州区
450903,1,0,1,福绵区
450922,1,0,1,陆川县
450923,2,0,2,博白县
450981,1,0,1,北流市
451002,1,0,1,右江区
451023,1,0,1,平果县
451029,1,0,1,田林县
451123,2,0,2,富川瑶族自治县
451202,3,0,3,金城江区
451221,1,0,1,南丹县
451226,2,0,2,环江毛南族自治县
451228,21,1,20,都安瑶族自治县
451281,1,0,1,宜州市
451302,10,0,10,兴宾区
451322,1,0,1,象州县
469002,6,1,5,琼海市
469005,3,0,3,文昌市
469006,13,0,13,万宁市
469007,3,1,2,东方市
469021,3,1,2,定安县
469023,9,1,8,澄迈县
469024,6,0,6,临高县
469026,7,0,7,昌江黎族自治县
469027,2,0,2,乐东黎族自治县
469028,4,0,4,陵水黎族自治县
469029,3,0,3,保亭黎族苗族自治县
469030,1,0,1,琼中黎族苗族自治县
500101,236,8,228,万州区
500102,10,0,10,涪陵区
500103,40,0,40,渝中区
500104,14,0,14,大渡口区
500105,56,0,56,江北区
500106,18,0,18,沙坪坝区
500107,42,2,40,九龙坡区
500108,30,0,30,南岸区
500110,46,0,46,綦江区
500111,28,0,28,大足区
500112,34,0,34,渝北区
500113,12,0,12,巴南区
500114,4,0,4,黔江区
500115,44,0,44,长寿区
500116,8,0,8,江津区
500117,46,0,46,合川区
500118,10,0,10,永川区
500120,18,0,18,璧山区
500151,20,0,20,铜梁区
500152,36,0,36,潼南区
500153,18,0,18,荣昌区
500228,8,0,8,梁平县
500229,4,0,4,城口县
500230,20,0,20,丰都县
500231,40,0,40,垫江县
500232,2,0,2,武隆县
500233,42,0,42,忠县
500234,42,2,40,开县
500235,50,0,50,云阳县
500236,44,0,44,奉节县
500237,20,0,20,巫山县
500238,28,0,28,巫溪县
500240,30,0,30,石柱土家族自治县
500241,2,0,2,秀山土家族苗族自治县
500242,2,0,2,酉阳土家族苗族自治县
500243,4,0,4,彭水苗族土家族自治县
510104,11,0,10,锦江区
510105,5,0,4,青羊区
510106,11,0,9,金牛区
510107,15,0,13,武侯区
510108,15,0,14,成华区
510112,4,0,3,龙泉驿区
510113,7,0,4,青白江区
510114,2,0,2,新都区
510115,7,0,5,温江区
510116,3,0,3,双流区
510121,8,0,7,金堂县
510124,7,0,7,郫县
510129,8,0,7,大邑县
510132,2,0,2,新津县
510183,5,0,5,邛崃市
510302,3,0,3,自流井区
510304,1,0,1,大安区
510311,1,0,1,沿滩区
510321,3,0,3,荣县
510322,1,0,1,富顺县
510402,10,0,10,东区
510403,5,0,5,西区
510421,1,0,1,米易县
510502,7,0,7,江阳区
510504,8,0,8,龙马潭区
510521,6,0,6,泸县
510524,1,0,1,叙永县
510525,2,0,2,古蔺县
510603,4,0,4,旌阳区
510623,1,0,1,中江县
510681,5,0,5,广汉市
510683,8,0,8,绵竹市
510703,5,0,5,涪城区
510704,2,0,2,游仙区
510722,2,0,2,三台县
510723,2,0,2,盐亭县
510724,2,0,2,安县
510726,1,0,1,北川羌族自治县
510781,6,0,6,江油市
510823,1,0,1,剑阁县
510824,5,0,5,苍溪县
510903,2,0,2,船山区
510921,4,0,4,蓬溪县
510922,6,0,6,射洪县
510923,3,0,3,大英县
511002,4,0,4,市中区
511011,7,0,7,东兴区
511024,2,0,2,威远县
511025,7,0,7,资中县
511028,2,0,2,隆昌县
511102,1,0,1,市中区
511124,2,0,2,井研县
511302,12,0,12,顺庆区
511303,4,0,4,高坪区
511304,6,0,6,嘉陵区
511321,3,0,3,南部县
511322,1,0,1,营山县
511323,4,0,4,蓬安县
511324,2,0,2,仪陇县
511325,2,0,2,西充县
511381,5,0,5,阆中市
511402,4,0,4,东坡区
511421,4,0,4,仁寿县
511502,3,0,3,翠屏区
511503,1,0,1,南溪区
511521,2,0,2,宜宾县
511523,1,0,1,江安县
511526,2,0,2,珙县
511528,1,0,1,兴文县
511602,15,0,15,广安区
511621,5,0,5,岳池县
511622,6,0,6,武胜县
511623,2,0,2,邻水县
511681,2,0,2,华蓥市
511702,5,0,5,通川区
511703,3,0,3,达川区
511722,5,0,5,宣汉县
511723,11,0,11,开江县
511724,6,0,6,大竹县
511725,8,0,8,渠县
511781,4,0,4,万源市
511802,1,0,1,雨城区
511824,1,0,1,石棉县
511825,3,0,3,天全县
511826,1,0,1,芦山县
511902,15,0,15,巴州区
511903,1,0,1,恩阳区
511921,5,0,5,通江县
511923,3,0,3,平昌县
512002,3,0,3,雁江区
512021,1,0,1,安岳县
512081,2,0,2,简阳市
513201,1,0,1,马尔康区
513301,2,0,2,康定市
513326,73,0,73,道孚县
513333,2,0,2,色达县
513337,1,0,1,稻城县
513401,8,0,8,西昌市
513423,2,0,2,盐源县
513435,3,0,3,甘洛县
520102,14,0,0,南明区
520103,4,0,0,云岩区
520111,5,0,0,花溪区
520113,1,0,0,白云区
520115,6,0,0,观山湖区
520123,2,0,0,修文县
520181,1,0,0,清镇市
520201,2,0,0,钟山区
520222,8,0,0,盘县
520302,2,0,2,红花岗区
520303,9,0,9,汇川区
520324,1,0,1,正安县
520325,14,0,14,道真仡佬族苗族自治县
520327,1,0,1,凤冈县
520382,1,0,1,仁怀市
520402,2,0,0,西秀区
520422,1,0,1,普定县
520423,1,0,0,镇宁布依族苗族自治县
520502,4,0,4,七星关区
520521,2,0,2,大方县
520522,10,0,10,黔西县
520524,1,0,1,织金县
520525,3,0,3,纳雍县
520527,2,0,2,赫章县
520602,3,0,3,碧江区
520603,2,0,2,万山区
520621,2,0,2,江口县
520622,1,0,1,玉屏侗族自治县
520623,2,0,2,石阡县
522301,2,0,2,兴义市
522322,1,0,1,兴仁县
522328,1,0,1,安龙县
522601,6,0,6,凯里市
522627,2,0,2,天柱县
522628,1,0,1,锦屏县
522701,2,0,2,都匀市
522723,3,0,3,贵定县
522725,1,0,1,瓮安县
522727,1,0,1,平塘县
522729,1,0,1,长顺县
522732,1,0,1,三都水族自治县
530102,7,0,7,五华区
530103,2,0,2,盘龙区
530111,3,0,3,官渡区
530112,2,0,2,西山区
530113,1,0,1,东川区
530181,2,0,2,安宁市
530302,1,0,1,麒麟区
530322,1,0,1,陆良县
530324,1,0,1,罗平县
530326,1,0,1,会泽县
530328,2,0,2,沾益县
530381,2,0,2,宣威市
530402,3,0,0,红塔区
530403,2,0,0,江川区
530422,2,0,0,澄江县
530423,1,0,0,通海县
530425,1,0,0,易门县
530502,1,0,1,隆阳区
530523,2,0,2,龙陵县
530581,6,0,6,腾冲市
530802,1,0,1,思茅区
530828,3,0,3,澜沧拉祜族自治县
530926,1,0,1,耿马傣族佤族自治县
532326,3,0,3,大姚县
532501,1,0,1,个旧市
532503,2,0,2,蒙自市
532601,1,0,1,文山市
532801,15,0,0,景洪市
533102,5,0,5,瑞丽市
610102,15,0,0,新城区
610103,10,0,0,碑林区
610104,14,0,0,莲湖区
610111,8,0,0,灞桥区
610112,8,0,0,未央区
610113,20,0,0,雁塔区
610114,5,0,0,阎良区
610115,2,0,0,临潼区
610116,2,0,0,长安区
610117,1,0,0,高陵区
610122,1,0,0,蓝田县
610124,2,0,0,周至县
610125,3,0,0,户县
610202,7,0,7,王益区
610302,3,0,3,渭滨区
610322,3,0,3,凤翔县
610323,5,0,5,岐山县
610324,2,0,2,扶风县
610402,1,0,0,秦都区
610422,4,0,0,三原县
610424,1,0,0,乾县
610430,2,0,0,淳化县
610431,5,0,0,武功县
610481,2,0,0,兴平市
610502,8,0,0,临渭区
610525,1,0,0,澄城县
610526,2,0,0,蒲城县
610528,2,0,0,富平县
610581,1,0,1,韩城市
610622,4,0,4,延川县
610624,2,0,2,安塞县
610702,3,0,3,汉台区
610721,3,0,3,南郑县
610723,5,0,5,洋县
610724,11,0,11,西乡县
610725,1,0,1,勉县
610728,3,0,3,镇巴县
610802,1,0,1,榆阳区
610825,2,0,2,定边县
610902,5,0,5,汉滨区
610921,2,0,2,汉阴县
610924,6,0,6,紫阳县
610928,7,0,7,旬阳县
610929,6,0,6,白河县
611002,1,0,1,商州区
611021,3,0,3,洛南县
611022,3,0,3,丹凤县
620102,17,0,0,城关区
620103,6,0,0,七里河区
620104,8,0,0,西固区
620105,1,0,0,安宁区
620111,2,0,0,红古区
620121,1,0,0,永登县
620122,1,0,0,皋兰县
620123,1,0,0,榆中县
620502,2,0,2,秦州区
620503,8,0,8,麦积区
620521,1,0,1,清水县
620525,1,0,1,张家川回族自治县
620824,7,0,7,华亭县
620825,1,0,1,庄浪县
621021,1,0,1,庆城县
621026,2,0,2,宁县
621121,1,0,1,通渭县
621122,7,0,7,陇西县
621123,1,0,1,渭源县
621226,4,0,4,礼县
623001,8,0,8,合作市
640104,13,0,13,兴庆区
640105,6,0,6,西夏区
640106,8,0,8,金凤区
640121,6,0,6,永宁县
640181,3,0,3,灵武市
640202,1,0,1,大武口区
640302,4,0,4,利通区
640303,4,0,4,红寺堡区
640324,16,0,16,同心县
640381,4,0,4,青铜峡市
640402,2,0,2,原州区
640423,3,0,3,隆德县
640502,3,0,3,沙坡头区
640521,1,0,1,中宁县
659001,4,1,3,石河子市
659004,2,0,2,五家渠市
441900003,5,0,5,东城街道
441900004,10,0,10,南城街道
441900006,3,0,3,莞城街道
441900101,3,0,3,石碣镇
441900102,1,0,1,石龙镇
441900103,1,0,1,茶山镇
441900104,2,0,2,石排镇
441900105,1,0,1,企石镇
441900106,2,0,2,横沥镇
441900107,1,0,1,桥头镇
441900109,1,0,1,东坑镇
441900110,5,0,5,常平镇
441900111,3,0,3,寮步镇
441900113,9,0,9,大朗镇
441900114,3,0,3,黄江镇
441900116,7,0,7,塘厦镇
441900117,4,0,4,凤岗镇
441900118,10,1,9,大岭山镇
441900119,10,0,10,长安镇
441900121,5,0,5,虎门镇
441900122,3,0,3,厚街镇
441900123,4,0,4,沙田镇
441900124,3,0,3,道滘镇
441900127,1,0,1,望牛墩镇
441900129,2,0,2,高埗镇
441900401,1,0,1,松山湖
442000001,10,0,10,石岐街道
442000002,5,0,5,东区街道
442000003,8,0,8,中山港街道
442000004,4,0,4,西区街道
442000005,1,0,1,南区街道
442000101,10,0,10,黄圃镇
442000102,1,0,1,民众镇
442000103,3,0,3,东凤镇
442000104,4,0,4,东升镇
442000106,7,0,7,沙溪镇
442000107,4,0,4,坦洲镇
442000109,3,0,3,三角镇
442000110,1,0,1,横栏镇
442000112,2,0,2,阜沙镇
442000114,2,0,2,三乡镇
442000115,1,0,1,板芙镇
130100,29,0,29,石家庄市
130200,58,1,57,唐山市
130400,32,0,32,邯郸市
130500,23,1,22,邢台市
130600,32,0,32,保定市
130800,7,0,7,承德市
130900,48,3,45,沧州市
131000,30,0,30,廊坊市
131100,8,0,8,衡水市
210200,18,0,17,大连市
210500,3,0,3,本溪市
210700,12,0,12,锦州市
210800,1,0,1,营口市
211000,3,0,3,辽阳市
211100,11,0,11,盘锦市
211300,6,1,5,朝阳市
230300,46,0,46,鸡西市
230400,5,0,5,鹤岗市
230800,15,0,15,佳木斯市
230900,17,0,17,七台河市
231100,14,0,14,黑河市
232700,3,0,3,大兴安岭地区
320700,48,0,48,连云港市
321000,23,0,23,扬州市
321100,12,0,12,镇江市
321300,13,0,13,宿迁市
330900,10,0,10,舟山市
410100,157,5,152,郑州市
410900,17,0,17,濮阳市
411300,156,3,153,南阳市
420700,1394,59,1335,鄂州市
433100,8,0,8,湘西土家族苗族自治州
440200,10,1,9,韶关市
440500,26,0,26,汕头市
440700,24,0,23,江门市
440900,14,0,14,茂名市
441600,5,0,4,河源市
441800,12,0,12,清远市
441900,100,1,99,东莞市
442000,68,0,68,中山市
445100,6,0,5,潮州市
450500,44,1,43,北海市
450600,19,0,19,防城港市
460100,39,0,39,海口市
460200,54,1,53,三亚市
460400,15,1,14,儋州市
530600,25,0,25,昭通市
530700,7,0,7,丽江市
532900,13,0,13,大理白族自治州
540100,1,0,1,拉萨市
620300,1,0,1,金昌市
620400,4,0,4,白银市
620700,2,0,2,张掖市
622900,3,0,3,临夏回族自治州
650100,23,0,23,乌鲁木齐市
650400,3,0,3,吐鲁番市
652300,4,0,4,昌吉回族自治州
652800,3,0,3,巴音郭楞蒙古自治州
652900,1,0,1,阿克苏地区
654000,18,0,18,伊犁哈萨克自治州
710000,393,6,114,台湾省
810000,1012,4,434,香港特别行政区
820000,45,0,13,澳门特别行政区
